"id","spouse_id","couple_id","idwife","idhusband","sex","religion","skilledWork","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","No_in_hh","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","travel_in_bangladesh","labor_migrant_bari_in_bangladesh","yearOfBirth","ageAtDeath_w","maritalStatus","mainOccupation_w","edulevel_years_of_education_values_0to19__blank_is_dont_know_w","inschool_w","educationmedium_w","husband_occupation_w","husband_years_education_w","husband_in_school_w","husband_ed_medium_w","relocate_MI_h","institutionloan_vs_other_w","foodSourceNow_h","skilledWork_h","MacArthurLadderPresent_h","MacArthurLadderTelephonePresent_h","listenRadio_h","useInternet_h","yearOfBirth_h","mainOccupation_h","travel_in_bangladesh_h","travel_abroad_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","total_income_h"
"0019881D-F4AF-ED46-A9F0-385A7E9C8EC4","0",1,"0019881D-F4AF-ED46-A9F0-385A7E9C8EC4",NA,0,"ISLAM",0,1,"all from bazar",652800,7,30000,5,"average",6,0,0,15,15,15,10,90,60,90,180,15,20,12,14,1953,0,4,18,0,"No","No educaiton",1,2,"No","Bangla",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001E4F9D-80A6-E445-B3FC-2A5C6B336D10","0",2,"001E4F9D-80A6-E445-B3FC-2A5C6B336D10",NA,0,"ISLAM",0,1,"all from bazar",215400,8,2000,5,"less",1,0,0,10,30,30,10,30,40,20,240,20,40,3,9,1954,0,3,10,0,"0","0",0,0,"No","No educaiton",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5","18776E1E-8C64-F047-987A-49F74B8D808E",27,"00D5DBC0-55F3-9C46-91B7-CEEB0141CAA5","18776E1E-8C64-F047-987A-49F74B8D808E",0,"ISLAM",0,1,"all from bazar",353000,9,65500,4,"more",10,0,4,5,25,25,10,30,30,10,210,10,30,8,2,1964,0,2,18,5,"No","Bangla",9,9,"No","Bangla",0,0,"75 percent from own work",0,5,0,0,0,1961,1,7,0,0,0,0,27000
"015D90CB-26FF-A74B-8727-25D9D046530A","1171BC0A-57BF-544D-A9BD-6FCDDC194F8B",17,"1171BC0A-57BF-544D-A9BD-6FCDDC194F8B","015D90CB-26FF-A74B-8727-25D9D046530A",1,"ISLAM",0,2,"75 percent from own work",117784,6,25666.66667,0,"less",1,0,0,10,30,90,15,15,60,60,240,15,15,12,4,1961,0,2,18,0,"No","No educaiton",2,0,"0","0",0,0,"50 percent from own work",0,2,0,0,0,1961,10,6,0,8400,0,1,10000
"016A9229-47B8-FA48-8923-5B5942062E72","546D3E99-49A8-6E41-97FD-DADA7082B3A8",151,"546D3E99-49A8-6E41-97FD-DADA7082B3A8","016A9229-47B8-FA48-8923-5B5942062E72",1,"ISLAM",0,1,"all from bazar",353320,7,55700,0,"more",6,0,0,20,15,15,5,10,5,10,180,7,20,20,5,1959,0,2,21,14,"No","Bangla",9,14,"No","Bangla",0,0,"all from bazar",0,6,0,0,0,1959,9,8,3,900,1,1,52000
"017518A6-D5AA-2C46-8729-4D48B8F0A6CE","7B51E657-9E5B-4941-BC84-DB0F741B6E1D",275,"7B51E657-9E5B-4941-BC84-DB0F741B6E1D","017518A6-D5AA-2C46-8729-4D48B8F0A6CE",1,"ISLAM",0,1,"all from bazar",344300,4,12000,0,"more",8,0,0,10,0,120,20,30,60,30,180,20,30,12,16,1950,0,2,18,8,"No","Bangla",0,14,"No","Bangla",1,0,"all from bazar",0,5,0,0,0,1950,10,9,0,1800,0,0,12500
"0178768C-E351-7843-A226-C6984596E710","5B93AB69-4195-F94A-A75A-ECD1B271FD1F",172,"0178768C-E351-7843-A226-C6984596E710","5B93AB69-4195-F94A-A75A-ECD1B271FD1F",0,"HINDU",1,1,"all from bazar",149225,4,2800,0,"average",5,0,0,15,30,30,15,30,60,30,150,5,30,15,32,1987,0,2,10,9,"No","Bangla",10,10,"No","Bangla",1,0,"all from bazar",0,5,0,0,0,1974,10,4,1,3600,0,0,23700
"01E73340-1692-CF48-AB0E-09833DEF3BEC","6749B5E5-8843-BD4B-94A5-6C5E10B0CD54",203,"6749B5E5-8843-BD4B-94A5-6C5E10B0CD54","01E73340-1692-CF48-AB0E-09833DEF3BEC",1,"ISLAM",0,1,"75 percent from own work",177875,8,26666.66667,1,"less",6,0,0,20,60,60,10,25,60,15,150,20,60,1,3,1971,0,2,18,0,"No","No educaiton",1,0,"0","0",0,1,"75 percent from own work",0,4,0,0,0,1971,2,6,0,600,0,1,23000
"0200D07A-7E2D-4FBE-9643-3FA1D0C49874","ED522F37-A3EE-AE46-A377-9BDC3C3D09AE",677,"ED522F37-A3EE-AE46-A377-9BDC3C3D09AE","0200D07A-7E2D-4FBE-9643-3FA1D0C49874",1,"ISLAM",0,1,"all from bazar",670775,6,36600,1,"average",4,0,0,20,5,5,3,10,30,10,210,5,5,15,20,1971,0,2,10,14,"No","Bangla",9,14,"No","Bangla",0,0,"all from bazar",0,5,0,0,0,1971,9,10,2,0,1,1,45000
"0202845C-7E38-0543-B03D-3E80217C7E15","B5E6E374-B841-0442-8DDC-B7C7B9C60BCC",454,"B5E6E374-B841-0442-8DDC-B7C7B9C60BCC","0202845C-7E38-0543-B03D-3E80217C7E15",1,"ISLAM",1,1,"all from bazar",239080,5,13500,0,"less",3,0,0,2,0,60,5,3,60,90,300,5,30,2,12,1982,0,2,18,3,"No","Bangla",23,1,"No","Don't know",1,1,"all from bazar",0,3,0,0,0,1982,23,6,0,900,0,1,10000
"02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD","77C3039A-7EC7-CF40-989F-17A41D4A62D4",263,"02DC08C6-CD1A-3B44-B93F-A3ADE85B3BDD","77C3039A-7EC7-CF40-989F-17A41D4A62D4",0,"HINDU",0,1,"all from bazar",319820,7,60500,4,"average",5,0,0,10,90,90,15,45,30,45,240,5,45,14,0,1965,0,2,18,1,"No","Bangla",5,0,"0","0",0,0,"all from bazar",0,5,0,0,0,1965,9,9,2,900,0,0,35000
"030EA194-651A-8946-941E-206CC63BCAEB","B3E99AC9-E247-014B-B214-5F74B1D3F141",448,"030EA194-651A-8946-941E-206CC63BCAEB","B3E99AC9-E247-014B-B214-5F74B1D3F141",0,"ISLAM",0,1,"all from bazar",231025,9,40000,6,"less",4,0,2,10,30,30,10,10,120,120,180,10,10,6,20,1965,0,2,18,1,"No","Bangla",0,5,"No","Bangla",0,0,"all from bazar",1,5,0,0,2,1957,10,9,0,900,0,0,20000
"03109834-AB70-5743-8083-93570FA8DAE8","61F59CD7-AB2E-7C41-BF2A-E28F35E23200",191,"03109834-AB70-5743-8083-93570FA8DAE8","61F59CD7-AB2E-7C41-BF2A-E28F35E23200",0,"ISLAM",1,2,"all from bazar",96900,5,6000,1,"less",4,0,0,5,20,20,20,20,50,60,150,5,20,8,18,1972,0,2,18,4,"No","Bangla",4,6,"No","Bangla",0,0,"all from bazar",0,5,0,0,0,1970,4,7,3,900,0,1,9000
"03235896-F110-DC47-AD4A-9E8250B2B93D","0",3,"03235896-F110-DC47-AD4A-9E8250B2B93D",NA,0,"HINDU",0,1,"25 percent from own work",173725,7,50166.66667,3,"more",4,0,0,15,30,30,10,45,60,10,180,15,5,21,13,1958,0,4,18,4,"No","Bangla",0,0,"No","No educaiton",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"036B1777-78F2-0140-9036-51546D9271E1","A503409A-E351-8447-A922-1CF8638DD2DC",396,"036B1777-78F2-0140-9036-51546D9271E1","A503409A-E351-8447-A922-1CF8638DD2DC",0,"ISLAM",0,1,"all from bazar",559075,10,80000,1,"more",7,0,0,10,15,15,10,30,40,10,360,10,30,5,6,1963,0,2,18,2,"No","Bangla",0,6,"No","Bangla",0,0,"all from bazar",0,5,0,0,0,1958,0,6,1,420,0,0,15000
"03700B6C-520B-5F4E-B2D7-353FB9E41018","41B6B1F2-EC9F-4B48-BC80-62D04DBDA9CA",109,"41B6B1F2-EC9F-4B48-BC80-62D04DBDA9CA","03700B6C-520B-5F4E-B2D7-353FB9E41018",1,"ISLAM",1,1,"25 percent from own work",445370,11,65250,3,"less",6,0,0,10,10,10,2,10,20,0,180,2,20,13,2,1957,0,2,18,8,"No","Bangla",1,0,"0","0",0,0,"50 percent from own work",0,5,0,0,0,1957,1,7,0,0,1,1,143000
"03D1EE2F-AAEB-7443-89FA-25C9B8C64A19","0",4,"03D1EE2F-AAEB-7443-89FA-25C9B8C64A19",NA,0,"ISLAM",0,3,"all from bazar",160420,10,12500,3,"average",2,0,0,8,40,40,8,20,20,5,0,10,30,0,0,1956,0,4,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03E5D296-CE95-412A-8830-E2E14DA84844","9A6ED3CA-B21C-D245-BAED-A28DAD42C43C",362,"03E5D296-CE95-412A-8830-E2E14DA84844","9A6ED3CA-B21C-D245-BAED-A28DAD42C43C",0,"ISLAM",0,2,"25 percent from own work",298575,10,17633.33333,11,"less",3,0,3,10,30,30,20,30,30,50,180,7,30,4,6,1956,0,2,18,5,"No","Bangla",1,0,"No","No educaiton",0,0,"50 percent from own work",0,4,0,0,0,1955,1,5,1,900,0,0,4000
"04337336-BCF5-1449-8E35-EBFF3AAE55CE","0",5,"04337336-BCF5-1449-8E35-EBFF3AAE55CE",NA,0,"ISLAM",1,2,"all from bazar",106410,5,10500,0,"average",2,0,0,5,30,30,20,30,30,20,240,20,30,6,8,1977,0,2,18,5,"No","Bangla",12,0,"No","No educaiton",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0463400E-A1C2-224E-8325-2E430A6ABB77","3718CFBB-6898-465A-AF57-B2808ACA7B64",85,"3718CFBB-6898-465A-AF57-B2808ACA7B64","0463400E-A1C2-224E-8325-2E430A6ABB77",1,"HINDU",1,2,"all from bazar",122462,10,9000,0,"more",3,0,0,30,30,30,2,5,5,30,210,2,20,10,0,1961,0,2,18,8,"No","Bangla",8,7,"No","Bangla",0,1,"all from bazar",1,3,0,0,0,1961,8,6,0,1800,0,1,10000
"048AA5B0-AA47-6B41-A1D1-050BB85D70FD","0",6,"048AA5B0-AA47-6B41-A1D1-050BB85D70FD",NA,0,"ISLAM",1,1,"all from bazar",130965,8,63000,6,"average",3,0,1,2,30,30,5,20,20,10,180,5,20,27,20,1965,0,2,18,5,"No","Bangla",10,6,"No","Bangla",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04953CAB-14FB-2A44-8AAB-9348634CE657","B6003560-C93D-9043-BECD-92736CBE9AF8",457,"04953CAB-14FB-2A44-8AAB-9348634CE657","B6003560-C93D-9043-BECD-92736CBE9AF8",0,"ISLAM",0,1,"all from bazar",329850,5,25000,2,"average",6,0,0,5,15,15,15,25,25,35,240,5,25,24,7,1972,0,2,18,7,"No","Bangla",9,0,"0","0",0,0,"25 percent from own work",0,0,2,0,0,1967,4,10,0,0,0,0,20000
"04E00B0C-3CD2-5F46-BE7F-DA6CF40DCF65","B667401A-267E-734D-B43E-866C1D352677",460,"B667401A-267E-734D-B43E-866C1D352677","04E00B0C-3CD2-5F46-BE7F-DA6CF40DCF65",1,"ISLAM",0,1,"50 percent from own work",317125,8,1250,8,"less",3,0,0,5,30,30,5,30,30,10,180,20,45,8,0,1962,0,2,18,0,"No","No educaiton",1,0,"No","No educaiton",0,0,"25 percent from own work",0,4,0,0,0,1962,1,7,6,0,0,0,25000
"0542540B-4CD8-0547-8B67-9916E3E1102F","49EE0A30-FC1F-8943-BDC4-5D0CDCCC1790",123,"0542540B-4CD8-0547-8B67-9916E3E1102F","49EE0A30-FC1F-8943-BDC4-5D0CDCCC1790",0,"ISLAM",0,1,"25 percent from own work",165070,6,32000,3,"more",5,0,0,5,30,30,20,30,20,20,120,20,10,6,2,1974,0,2,18,1,"No","Bangla",2,0,"0","0",0,1,"all from bazar",0,3,0,0,2,1971,4,5,0,0,0,1,6000
"05973754-27A6-1E4F-96B5-1AD53A56B667","D2CFF3E7-88E0-0F43-9297-E31D9F931DBF",579,"05973754-27A6-1E4F-96B5-1AD53A56B667","D2CFF3E7-88E0-0F43-9297-E31D9F931DBF",0,"ISLAM",0,1,"all from bazar",458140,5,142000,3,"more",7,0,1,20,10,10,5,15,60,10,180,5,15,13,45,1969,0,2,10,12,"No","Bangla",9,12,"No","Bangla",0,0,"50 percent from own work",0,7,0,0,0,1960,9,4,0,4500,0,0,170000
"05C58388-D7A4-6843-B3F1-C8F975C3D744","4856779A-5560-3B46-AD7E-E9D397D0F931",119,"05C58388-D7A4-6843-B3F1-C8F975C3D744","4856779A-5560-3B46-AD7E-E9D397D0F931",0,"ISLAM",0,1,"25 percent from own work",132820,6,6291.666667,2,"average",5,0,2,15,10,10,10,30,30,60,360,10,10,10,2,1980,0,2,18,10,"No","Bangla",10,14,"No","Bangla",0,0,"50 percent from own work",0,2,0,0,1,1971,10,9,0,900,0,0,10000
"0638F7C6-FAB6-A746-A1A4-B920CB99F867","4B45F529-6DB8-9743-B1E4-9081B85D1317",129,"4B45F529-6DB8-9743-B1E4-9081B85D1317","0638F7C6-FAB6-A746-A1A4-B920CB99F867",1,"HINDU",0,1,"all from bazar",274975,4,25000,0,"less",3,0,0,15,20,20,6,10,5,5,180,5,15,10,0,1970,0,2,18,7,"No","Bangla",9,6,"No","Bangla",1,0,"all from bazar",0,4,0,0,0,1970,9,4,0,1800,0,0,12000
"0735734C-28FA-5C49-B3B3-4BC30C9EFE0C","B019DBE8-33AA-1F48-B9BE-7085D6C4FCE8",429,"B019DBE8-33AA-1F48-B9BE-7085D6C4FCE8","0735734C-28FA-5C49-B3B3-4BC30C9EFE0C",1,"HINDU",0,2,"all from bazar",309645,6,0,2,"less",2,0,0,30,20,20,30,20,20,30,180,20,20,3,0,1973,0,2,18,1,"No","Don't know",10,9,"No","Bangla",1,1,"all from bazar",0,4,0,0,0,1973,5,6,1,140,0,0,12000
"0735D547-A42C-5D41-9FE1-9625A30CECFF","71B7065A-A684-5640-9D11-8C420CAED24E",233,"71B7065A-A684-5640-9D11-8C420CAED24E","0735D547-A42C-5D41-9FE1-9625A30CECFF",1,"ISLAM",0,1,"25 percent from own work",161025,7,20833.33333,1,"average",5,0,0,20,30,30,10,30,30,10,180,25,40,12,13,1964,0,2,18,5,"No","Bangla",4,2,"No","Bangla",0,0,"75 percent from own work",1,2,0,0,0,1964,12,5,0,900,0,0,24000
"074D35F8-C3D8-1D4F-BCA2-A3BB1E97E4EE","274ED237-949D-944D-A0C6-3D67826ECCD7",47,"074D35F8-C3D8-1D4F-BCA2-A3BB1E97E4EE","274ED237-949D-944D-A0C6-3D67826ECCD7",0,"ISLAM",0,1,"75 percent from own work",303825,13,40683.33333,11,"average",6,0,0,10,30,30,10,20,60,90,270,20,60,10,3,1951,0,2,18,0,"No","No educaiton",1,5,"No","Bangla",1,1,"75 percent from own work",0,4,0,0,0,1944,1,6,0,0,0,1,28000
"07912EE6-0285-4048-9223-1B307628C02E","0",7,"07912EE6-0285-4048-9223-1B307628C02E",NA,0,"ISLAM",1,1,"all from bazar",359195,10,90550,9,"average",5,0,0,60,60,60,30,30,30,30,180,30,30,15,12,1951,0,4,18,5,"No","Bangla",0,5,"No","Bangla",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07D320AF-3E76-1A43-88F4-2FC765780D48","30504A03-9023-834D-B146-86477580AD81",65,"07D320AF-3E76-1A43-88F4-2FC765780D48","30504A03-9023-834D-B146-86477580AD81",0,"ISLAM",0,1,"all from bazar",319450,5,45000,4,"less",5,0,2,8,21,21,5,15,80,20,210,20,30,4,4,1977,0,2,18,5,"No","Bangla",9,0,"No","No educaiton",0,0,"all from bazar",0,5,0,0,0,1970,9,6,1,0,0,1,20000
"086650F0-9323-AC45-8619-68599A4BE2ED","99C80A64-7058-914B-A7EF-115344A85524",360,"086650F0-9323-AC45-8619-68599A4BE2ED","99C80A64-7058-914B-A7EF-115344A85524",0,"HINDU",0,2,"all from bazar",168500,9,31000,2,"average",5,0,0,15,0,60,15,60,60,60,240,15,60,0,0,1960,0,2,18,5,"No","Bangla",0,5,"No","Bangla",0,1,"25 percent from own work",0,4,0,0,0,1956,1,3,0,0,1,1,20000
"088850A9-DE8C-7349-932E-E1E370A38076","AEDAB195-1B88-0B4C-AE71-2A2D618D222F",425,"088850A9-DE8C-7349-932E-E1E370A38076","AEDAB195-1B88-0B4C-AE71-2A2D618D222F",0,"ISLAM",1,1,"all from bazar",54780,4,15000,1,"less",5,0,0,5,45,45,5,30,30,120,300,30,30,15,5,1976,0,2,18,8,"No","Aliya Madrassa",5,0,"0","0",0,0,"all from bazar",0,3,0,0,0,1973,5,8,0,72000,0,0,30000
"08B360C1-D860-FA4E-952A-945A3446D9D1","0",8,"08B360C1-D860-FA4E-952A-945A3446D9D1",NA,0,"ISLAM",0,2,"all from bazar",429050,7,1800,4,"average",5,0,0,10,10,10,10,60,60,3,180,10,60,8,7,1961,0,4,18,0,"No","No educaiton",10,10,"No","Bangla",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08C490B8-8D54-A647-853F-31C05F5B472F","77C17294-15F2-A74F-BF4E-467F294E3222",262,"08C490B8-8D54-A647-853F-31C05F5B472F","77C17294-15F2-A74F-BF4E-467F294E3222",0,"ISLAM",0,2,"25 percent from own work",200500,5,6666.666667,1,"average",1,0,0,5,0,60,30,120,180,30,120,30,30,9,5,1980,0,2,18,9,"No","Bangla",1,10,"No","Bangla",1,0,"all from bazar",0,4,0,0,0,1979,0,8,2,900,0,0,6000
"094D6542-1E2E-8948-A91F-61E5CC5A221E","0",9,"094D6542-1E2E-8948-A91F-61E5CC5A221E",NA,0,"ISLAM",0,1,"all from bazar",291200,7,45000,5,"average",3,0,1,10,30,30,7,30,30,20,180,20,30,5,3,1972,0,0,18,9,"No","Bangla",10,10,"No","Bangla",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"096A33E1-1B78-0949-AF80-712D443FBC44","6BA32766-424C-5646-AB74-A08D1C154D87",216,"6BA32766-424C-5646-AB74-A08D1C154D87","096A33E1-1B78-0949-AF80-712D443FBC44",1,"ISLAM",0,1,"50 percent from own work",223500,5,16666.66667,3,"less",5,0,0,5,45,45,8,20,20,15,180,8,20,6,0,1967,0,2,18,1,"No","Don't know",9,1,"No","Don't know",0,0,"50 percent from own work",0,5,0,0,0,1967,9,6,1,2700,0,0,20000
"09A1E8E3-FCEA-B448-82D5-66C63802F970","ABDD900B-1AAA-0D4A-B5E2-BE8654C40525",412,"09A1E8E3-FCEA-B448-82D5-66C63802F970","ABDD900B-1AAA-0D4A-B5E2-BE8654C40525",0,"ISLAM",0,1,"all from own work",231675,10,21333.33333,1,"average",5,0,0,5,30,30,5,30,30,5,180,5,60,2,1,1963,0,2,18,0,"No","No educaiton",1,4,"No","Bangla",0,1,"75 percent from own work",0,4,0,0,0,1959,2,6,0,1200,0,1,6500
"09C28ADF-3CA5-0548-83C0-0DA603C3E50A","7119B302-88E6-C442-8165-CE6D842F0331",231,"7119B302-88E6-C442-8165-CE6D842F0331","09C28ADF-3CA5-0548-83C0-0DA603C3E50A",1,"ISLAM",0,2,"all from bazar",354175,15,3500,1,"average",3,0,0,5,0,60,5,60,90,10,180,5,90,4,8,1946,0,2,18,2,"No","Bangla",6,3,"No","Bangla",0,1,"all from bazar",0,3,0,0,0,1946,0,6,0,900,0,1,7000
"09D5EFC6-947E-D648-B633-169D3A6255F8","E65E11BB-9AA5-A24C-A9C7-64C8F32ED545",660,"09D5EFC6-947E-D648-B633-169D3A6255F8","E65E11BB-9AA5-A24C-A9C7-64C8F32ED545",0,"ISLAM",0,1,"all from bazar",237250,4,36833.33333,1,"average",6,0,0,30,0,60,30,60,60,120,240,30,30,8,11,1967,0,2,18,9,"No","Bangla",10,12,"No","Bangla",0,1,"all from bazar",0,5,0,0,1,1961,10,9,0,3600,1,1,18000
"09DED313-18D4-394F-A9C2-50E410FE17F7","C09E7A6A-2AE8-724C-BD76-32ACA6406329",513,"09DED313-18D4-394F-A9C2-50E410FE17F7","C09E7A6A-2AE8-724C-BD76-32ACA6406329",0,"ISLAM",0,1,"25 percent from own work",221740,6,16458.33333,0,"less",5,0,0,30,40,40,30,30,30,45,180,30,30,8,10,1980,0,2,18,9,"No","Bangla",23,9,"No","Bangla",1,0,"75 percent from own work",0,2,0,0,0,1965,1,5,0,1800,1,1,15000
"0A5A3A45-A382-EF4A-A7CD-7C8FB446FC91","C1D66FB4-90AB-3E4C-9EBD-6D28C43C2BB5",520,"0A5A3A45-A382-EF4A-A7CD-7C8FB446FC91","C1D66FB4-90AB-3E4C-9EBD-6D28C43C2BB5",0,"ISLAM",0,1,"25 percent from own work",352975,14,39166.66667,9,"average",7,0,2,5,10,10,10,20,30,40,180,20,30,9,5,1959,0,2,18,0,"No","No educaiton",10,5,"No","Bangla",0,0,"75 percent from own work",0,5,0,0,0,1956,10,5,0,1800,0,1,60000
"0AD825DB-3DD8-8C43-8EDE-CF030F6098EF","0",10,"0AD825DB-3DD8-8C43-8EDE-CF030F6098EF",NA,0,"ISLAM",0,1,"all from bazar",87980,5,12000,4,"less",2,0,0,15,20,20,15,30,30,60,240,15,30,8,2,1960,0,4,18,1,"No","Bangla",9,0,"No","No educaiton",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ADE1685-655F-754F-A83E-4B72CECB364A","0",11,"0ADE1685-655F-754F-A83E-4B72CECB364A",NA,0,"ISLAM",0,1,"25 percent from own work",307100,6,35000,1,"average",7,0,1,30,30,30,30,60,60,30,300,5,60,6,5,1986,0,2,18,5,"No","Bangla",12,7,"No","Bangla",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0B2AA520-A9BA-834F-9442-E73AC0140C78","26105CF8-0B76-CD4C-B3AE-34380627A18A",44,"26105CF8-0B76-CD4C-B3AE-34380627A18A","0B2AA520-A9BA-834F-9442-E73AC0140C78",1,"HINDU",0,2,"25 percent from own work",208895,7,18000,0,"average",6,0,0,20,30,30,30,30,30,30,150,30,30,2,0,1956,0,2,18,0,"No","No educaiton",0,3,"No","Bangla",0,0,"all from bazar",1,3,0,0,0,1956,0,3,0,0,0,0,5000
"0B5F239B-E7E3-E24C-A2AC-7CE72CCA4537","628FA373-27BF-E942-B886-DD6ED5C71635",195,"628FA373-27BF-E942-B886-DD6ED5C71635","0B5F239B-E7E3-E24C-A2AC-7CE72CCA4537",1,"ISLAM",0,1,"all from bazar",591340,7,53600,2,"average",6,0,0,10,30,30,3,15,30,40,180,5,30,10,53,1964,0,2,18,6,"No","Bangla",9,8,"No","Bangla",1,0,"all from bazar",0,6,0,0,0,1964,9,9,1,900,0,1,35000
"0BC68E77-B5B5-9849-9D16-EE9778C77915","0",12,"0BC68E77-B5B5-9849-9D16-EE9778C77915",NA,0,"ISLAM",0,1,"all from bazar",255950,8,95833.33333,5,"more",7,0,1,5,30,30,10,10,180,30,240,10,60,8,18,1966,0,4,18,0,"No","No educaiton",10,3,"No","Bangla",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0C13009C-8F36-2143-9C73-C67CB5EF153C","3CD3BD61-6B62-2148-ACDB-C0D6132195EF",99,"0C13009C-8F36-2143-9C73-C67CB5EF153C","3CD3BD61-6B62-2148-ACDB-C0D6132195EF",0,"ISLAM",0,2,"all from bazar",139025,5,25000,2,"less",3,0,0,10,0,60,15,30,30,30,240,15,60,4,19,1965,0,2,18,6,"No","Bangla",4,5,"No","Bangla",0,0,"all from bazar",0,5,0,0,0,1962,4,9,3,210,0,1,13000
"0C1FDF0A-09D5-F740-98F1-E57A9460E10B","B4464795-1D18-2D46-BA11-5CBF40BA39C1",450,"B4464795-1D18-2D46-BA11-5CBF40BA39C1","0C1FDF0A-09D5-F740-98F1-E57A9460E10B",1,"ISLAM",1,1,"all from bazar",377200,6,30000,0,"more",8,0,0,20,10,10,5,30,10,2,210,5,20,6,14,1959,0,2,18,9,"No","Don't know",9,12,"No","Bangla",1,1,"25 percent from own work",0,5,0,0,0,1959,0,5,0,210,1,1,16500
"0C2C4CE0-F13F-8A4A-B9DD-C8FFC2E6B968","0",13,"0C2C4CE0-F13F-8A4A-B9DD-C8FFC2E6B968",NA,0,"ISLAM",1,2,"all from bazar",146395,10,60000,1,"average",5,0,1,30,15,15,5,10,40,5,60,5,10,12,0,1958,0,4,18,1,"No","Bangla",1,5,"No","Bangla",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0C48694C-7257-DA4B-A4F2-9F666F2A62FD","2B9585E7-700A-EF4F-A946-08D7B1F7394E",55,"2B9585E7-700A-EF4F-A946-08D7B1F7394E","0C48694C-7257-DA4B-A4F2-9F666F2A62FD",1,"ISLAM",0,1,"25 percent from own work",397225,9,106000,8,"less",6,0,0,5,20,20,15,20,20,30,180,20,20,20,8,1950,0,2,18,4,"No","Bangla",1,0,"No","No educaiton",1,0,"75 percent from own work",0,3,0,0,0,1950,1,4,0,900,1,1,13500
"0C662831-52DD-1041-96F2-CDBE6A6201E0","0",14,"0C662831-52DD-1041-96F2-CDBE6A6201E0",NA,0,"ISLAM",0,1,"all from bazar",149820,10,46000,8,"less",2,0,3,10,30,30,10,30,30,10,360,20,30,3,13,1956,0,4,18,0,"No","No educaiton",0,2,"No","Bangla",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0D0EFB1D-95F7-F24F-AAF6-A9B971C687BB","3B8E3412-0E4D-BA41-A511-2E8BCC916E48",94,"0D0EFB1D-95F7-F24F-AAF6-A9B971C687BB","3B8E3412-0E4D-BA41-A511-2E8BCC916E48",0,"ISLAM",1,1,"25 percent from own work",381350,6,9750,1,"average",6,0,0,10,10,10,10,10,30,3,150,10,10,12,15,1972,0,2,18,9,"No","Bangla",9,12,"No","Bangla",0,0,"75 percent from own work",0,6,0,0,1,1970,9,10,3,3600,0,1,30000
"0D1D2C97-CA91-294C-906B-78EB57154BCE","EBF3D11A-5C77-224E-AB5F-B57125545658",673,"EBF3D11A-5C77-224E-AB5F-B57125545658","0D1D2C97-CA91-294C-906B-78EB57154BCE",1,"ISLAM",0,1,"25 percent from own work",384475,8,62000,1,"more",6,0,0,10,30,30,10,10,10,5,180,10,10,7,3,1968,0,2,18,0,"No","No educaiton",2,0,"No","No educaiton",0,1,"25 percent from own work",0,5,0,0,0,1968,1,6,0,1800,0,1,30000
"0D554B9D-B2DF-854F-B137-FADDAEC745CF","D3909AF4-9985-504D-9C43-3C07E568ABB2",582,"0D554B9D-B2DF-854F-B137-FADDAEC745CF","D3909AF4-9985-504D-9C43-3C07E568ABB2",0,"ISLAM",0,1,"all from bazar",214975,15,85000,0,"more",5,0,0,20,60,60,10,60,40,20,150,10,40,6,6,1955,0,2,18,8,"No","Bangla",15,9,"No","Bangla",0,0,"all from bazar",0,3,0,0,0,1947,0,9,0,1050,1,1,10000
