"idwife","couple_id","idhusband","sex","age_wife","age_h","MI_geo_proximity","MI_economic_capital","MI_human_capital","NW_total","non_rels","parents_kids","pat_rels","mat_rels","in_laws","far_rels","geo_distance_non_rels","geo_distance_rels","rels_in_NW","rels_in_NW_h","percent_rels_in_NW","percent_rels_in_NW_h","rels_econ_help","rels_econ_help_h","non_rels_econ_help","non_rels_econ_help_h","percent_rels_econ_help","percent_rels_econ_help_h","emot_support_rels","emot_support_rels_h","emot_support_non_rels","emot_support_non_rels_h","percent_rels_emot_support","percent_rels_emot_support_h","childcare_help_rels","childcare_help_non_rels","childcare_help_rels_percent","overall_help_rels","overall_help_rels_h","overall_help_non_rels","overall_help_non_rels_h","percent_overall_help_rels","percent_overall_help_rels_h","religion","religious_knowledge_scale","hh_total","kids_in_hh","familyBariReligiousBefore","familyBariReligiousAfter","religious_change","R_NUM_SIBS","SIBS_DUMMY"
"2283F967-B396-F14E-BED3-75091BAF262C",38,NA,0,70,NA,-0.107653935234509,0.0338836369535608,-0.550983200055451,6,1,3,0,0,1,1,2,2.5,5,NA,1,NA,1.001,NA,0.001,NA,0.999001996007984,NA,3.001,NA,0.001,NA,0.99966688874084,NA,2.001,0.001,0.9995004995005,7.004,NA,0.004,NA,0.999429223744292,NA,0,-2.62696335078534,2.3651832460733,4.09031413612565,0,1,1,5,1
"9FD54A57-5B44-5F46-8208-2D78A6A9885C",380,"22FBA74F-0048-7E4D-BC6E-1926E0F4E487",1,70,70,-0.318699914667611,1.30379500885295,-1.60589654985165,15,0,2,0,0,7,0,NA,2,15,7,0.6,1,3.001,2,0.001,0,0.99966688874084,1,7.001,6,0.001,1,0.999857183661811,0.857142857142857,6.001,0.001,0.999833388870377,16.004,16,0.004,1,0.999750124937531,0.941176470588235,0,-2.62696335078534,5.3651832460733,2.09031413612565,0,1,1,7,1
"23495656-296B-FE49-8C3A-5C34185A1098",515,"C11A5502-0408-8D47-8361-1815758753A7",0,35,40,-0.0528469094827122,-0.0620104224687,0.904083364421165,9,2,2,1,0,2,0,2,2,7,6,0.714285714285714,1,2.001,2,0.001,0,0.9995004995005,1,2.001,5,0.001,0,0.9995004995005,1,4.001,0.001,0.999750124937531,9.004,13,0.004,1,0.99955595026643,0.928571428571429,0,-0.12696335078534,-3.6348167539267,-1.90968586387435,0,0,0,5,1
"C681BD0A-FE4D-504D-BFD0-554BF94E1080",531,"23C01138-5D3C-AB42-A29E-A4F6BE2E38C6",1,57,57,0.0483683514714368,-0.580780480742375,-0.640046002085148,8,2,3,0,0,3,0,2,2.33333333333333,6,6,1,1,3.001,0,0.001,1,0.99966688874084,0,4.001,9,0.001,0,0.999750124937531,1,6.001,0.001,0.999833388870377,15.004,16,0.004,3,0.999733475479744,0.842105263157895,1,-2.62696335078534,-1.6348167539267,-0.909685863874345,0,0,0,4,1
"3AF0E16B-F464-B140-95E5-DD68004B61BB",92,"23F32056-B918-A34A-83CF-AEB69ECA60F5",1,50,50,0.0985273070936567,0.000175153109637484,0.584353555276847,9,1,0,0,0,4,0,3,2,8,6,0.5,1,2.001,1,0.001,3,0.9995004995005,0.25,4.001,2,0.001,1,0.999750124937531,0.666666666666667,0.001,0.001,0.5,6.004,11,0.004,14,0.999334221038615,0.44,0,-0.62696335078534,-1.6348167539267,0.0903141361256545,0,0,0,3,1
"2411CF31-B500-4D4A-BED3-6EFD3FD97013",223,"6F2ADED1-2299-DB49-B25B-2494BE622E6E",0,56,58,-0.292032864578759,0.34843584943416,-0.477471121210024,12,1,8,0,0,2,0,4,2.4,11,15,0.909090909090909,1,1.001,13,0.001,0,0.999001996007984,1,14.001,6,0.001,1,0.999928581631196,0.857142857142857,6.001,0.001,0.999833388870377,25.004,31,0.004,4,0.999840051183621,0.885714285714286,0,1.37303664921466,4.3651832460733,2.09031413612565,1,1,0,4,1
"2419AF3A-D10A-964E-A621-3AFA6CCE5AE1",512,"C08E012D-5A97-6F42-9785-BD6F66A9E749",0,41,56,0.330697673769988,0.503779708809957,1.09274884361841,12,2,5,0,0,2,2,2,3.11111111111111,10,3,0.9,1,2.001,1,4.001,3,0.333388870376541,0.25,4.001,3,3.001,5,0.571408169094544,0.375,5.001,0.001,0.999800079968013,13.004,6,8.004,10,0.619002284843869,0.375,0,2.87303664921466,-3.6348167539267,-1.90968586387435,1,1,0,4,1
"243F2D6B-AF0A-6848-B2BD-72AA9DB815E7",40,NA,0,30,NA,-0.458464145494404,-0.741362807823351,1.24743600550286,13,2,4,0,0,5,0,1.5,2.11111111111111,11,NA,0.818181818181818,NA,8.001,NA,1.001,NA,0.888802488335925,NA,4.001,NA,0.001,NA,0.999750124937531,NA,5.001,0.001,0.999800079968013,18.004,NA,1.004,NA,0.947180134680135,NA,0,0.37303664921466,-1.6348167539267,-1.90968586387435,0,0,0,5,1
"2461F9E7-61DC-A747-96D2-6B83C7A96D07",251,"764BD0E9-0482-8543-8683-37D90B33C35D",0,34,37,-0.138950294030946,0.590274475443175,1.25430007850903,8,1,5,0,0,2,0,2,2.42857142857143,7,7,1,1,5.001,4,0.001,0,0.999800079968013,1,7.001,8,0.001,2,0.999857183661811,0.8,5.001,0.001,0.999800079968013,20.004,17,0.004,6,0.999800079968013,0.739130434782609,0,1.37303664921466,0.365183246073299,-1.90968586387435,0,0,0,0,0
"310E7C77-1F21-A24E-9938-94EE5351EB1D",68,"24A4E866-2982-1447-A44F-C74FE410EF33",1,58,58,-0.196231207569231,-0.551242226760412,-0.554697076919128,11,3,4,0,0,2,1,2.33333333333333,1.85714285714286,8,5,0.875,1,2.001,0,2.001,0,0.5,NA,10.001,5,0.001,9,0.999900019996001,0.357142857142857,2.001,0.001,0.9995004995005,16.004,13,2.004,20,0.888716126166148,0.393939393939394,0,-1.62696335078534,0.365183246073299,-0.909685863874345,0,1,1,8,1
"24B807C4-D0A9-5644-9E8A-93B99419E6FA",41,NA,0,72,NA,-0.379452701689153,0.368581243075163,-1.10088807054787,12,0,4,0,0,6,0,NA,2.5,12,NA,0.833333333333333,NA,0.001,NA,0.001,NA,0.5,NA,5.001,NA,0.001,NA,0.999800079968013,NA,4.001,0.001,0.999750124937531,11.004,NA,0.004,NA,0.999636627906977,NA,0,-2.62696335078534,3.3651832460733,2.09031413612565,0,1,1,3,1
"24E057EE-B39F-DF45-993C-193FE500F9D3",42,NA,0,44,NA,-0.147269643658679,0.710923155021899,0.535675806796485,16,2,2,0,1,8,1,2,2.25,14,NA,0.857142857142857,NA,10.001,NA,0.001,NA,0.999900019996001,NA,15.001,NA,0.001,NA,0.999933342221037,NA,8.001,0.001,0.99987503124219,39.004,NA,0.004,NA,0.999897456931911,NA,0,-0.62696335078534,-1.6348167539267,-0.909685863874345,1,1,0,4,1
"BA5B1668-3A2D-D74C-A7E8-E65D4E454240",477,"258B9FBC-4A36-7840-8418-C59848839282",1,68,68,0.335820430847059,0.153061117863601,-0.739065256613147,14,0,9,0,0,3,0,NA,2.41666666666667,14,10,0.857142857142857,1,6.001,4,0.001,0,0.999833388870377,1,10.001,10,0.001,0,0.999900019996001,1,5.001,0.001,0.999800079968013,21.004,22,0.004,6,0.99980959634425,0.785714285714286,0,-2.62696335078534,1.3651832460733,3.09031413612565,0,0,0,7,1
"60689D87-855B-6548-902B-084F372800D6",186,"2592599B-9729-D74D-B6E4-F7277E3D605E",1,46,46,-0.400582512584506,-0.285062820120308,0.626977855011299,6,3,0,0,0,1,0,2.33333333333333,2,3,8,0.333333333333333,1,1.001,0,1.001,0,0.5,NA,1.001,0,1.001,1,0.5,0,1.001,0.001,0.999001996007984,4.004,8,2.004,3,0.666444740346205,0.727272727272727,1,6.37303664921466,-3.6348167539267,-1.90968586387435,0,0,0,4,1
"3FB58AC4-1920-9641-BE02-35D11DFE8C98",106,"25FBBF35-0EA6-6947-9EE0-443B3342FD2F",1,40,40,-0.260308608580131,-0.829314663243586,0.160036281207012,9,0,4,0,0,1,2,NA,2,9,8,0.777777777777778,1,3.001,5,0.001,0,0.99966688874084,1,3.001,8,0.001,0,0.99966688874084,1,5.001,0.001,0.999800079968013,14.004,20,0.004,2,0.999714448886351,0.909090909090909,0,-1.62696335078534,-1.6348167539267,-1.90968586387435,1,0,-1,3,1
"2640CB21-12CB-B641-84A8-629B493F0401",45,NA,0,41,NA,-0.269581482422468,-1.04697325457717,0.925188344331155,9,2,4,1,1,1,0,2,1.71428571428571,7,NA,1,NA,3.001,NA,2.001,NA,0.599960015993603,NA,4.001,NA,2.001,NA,0.666611129623459,NA,4.001,2.001,0.666611129623459,13.004,NA,6.004,NA,0.684132996632997,NA,0,-0.12696335078534,-1.6348167539267,-0.909685863874345,0,-1,-1,3,1
"26622D62-0F7D-3547-9EEB-FA8DDD6C0B2C",46,NA,0,52,NA,-0.215371830428122,-1.08297860367958,-0.473285715992821,10,0,0,8,0,0,0,NA,3,10,NA,0.8,NA,4.001,NA,0.001,NA,0.999750124937531,NA,5.001,NA,0.001,NA,0.999800079968013,NA,0.001,0.001,0.5,11.004,NA,0.004,NA,0.999636627906977,NA,0,-2.62696335078534,-6.6348167539267,-3.90968586387435,-1,0,1,0,0
"26F7B5A7-1074-E143-BD4E-BCCCA9C4135E",327,"8EE9D79A-FBFF-6849-A30F-D8C7831EDB8F",0,69,79,-0.329842576694321,0.157056767405833,-1.09269284661416,11,1,9,0,0,0,0,2,2.33333333333333,10,11,0.9,1,5.001,6,0.001,0,0.999800079968013,1,9.001,13,0.001,0,0.999888913574761,1,3.001,0.001,0.99966688874084,18.004,28,0.004,0,0.999777876499334,1,0,1.87303664921466,2.3651832460733,3.09031413612565,1,0,-1,5,1
"37908474-E485-4C44-B7D9-113F5F1CD015",86,"271C8699-4458-9843-9F97-EFAB120A285C",1,67,67,-0.225690322723607,-0.513352395208539,-1.18511778735241,15,1,6,0,0,3,2,2,2.90909090909091,14,5,0.785714285714286,1,0.001,4,0.001,0,0.5,1,2.001,10,0.001,0,0.9995004995005,1,1.001,0.001,0.999001996007984,4.004,19,0.004,4,0.999001996007984,0.826086956521739,0,-1.12696335078534,-1.6348167539267,0.0903141361256545,1,1,0,5,1
"27B4B144-6C71-7144-9B2C-85885ADB7FAD",48,NA,0,43,NA,0.0392922665312112,0.323673930694002,-0.00530663704699988,10,0,4,0,2,1,2,NA,2,10,NA,0.9,NA,3.001,NA,0.001,NA,0.99966688874084,NA,2.001,NA,0.001,NA,0.9995004995005,NA,1.001,0.001,0.999001996007984,7.004,NA,0.004,NA,0.999429223744292,NA,0,-0.62696335078534,-1.6348167539267,-1.90968586387435,1,1,0,7,1
"27EF362A-067B-3543-928A-AE60C4ECF31C",49,NA,0,62,NA,0.0486418680627889,0.794746510417755,-1.15831344726319,11,1,7,0,0,0,0,2,2.71428571428571,10,NA,0.7,NA,5.001,NA,0.001,NA,0.999800079968013,NA,2.001,NA,0.001,NA,0.9995004995005,NA,6.001,0.001,0.999833388870377,14.004,NA,0.004,NA,0.999714448886351,NA,0,-1.62696335078534,5.3651832460733,3.09031413612565,-1,1,2,8,1
"283B5033-EC66-2B4A-8615-8E9A30655F95",333,"913E131F-C2BE-194F-BEA7-151CC73634DE",0,57,60,0.0652136727654196,0.239182783898286,-1.10121056266809,8,0,3,1,0,2,0,NA,2.66666666666667,8,11,0.75,1,1.001,1,0.001,0,0.999001996007984,1,3.001,1,0.001,4,0.99966688874084,0.2,3.001,0.001,0.99966688874084,9.004,12,0.004,4,0.99955595026643,0.75,0,-1.62696335078534,1.3651832460733,2.09031413612565,1,0,-1,4,1
"4295CCBD-E4BC-2541-A996-DDA96472C160",111,"28B3A672-591E-4846-BF5A-2C828590407A",1,68,68,0.263757520131002,-0.071064506694584,-0.977219207438232,10,2,4,0,0,2,0,2,2.66666666666667,8,16,0.75,1,4.001,5,0.001,1,0.999750124937531,0.833333333333333,1.001,4,0.001,0,0.999001996007984,1,0.001,0.001,0.5,6.004,11,0.004,1,0.999334221038615,0.916666666666667,0,-1.62696335078534,0.365183246073299,2.09031413612565,1,1,0,5,1
"28B7A251-062E-6E49-8EB0-089AAC96A53A",50,NA,0,56,NA,-0.3837393514672,-0.712573604492384,-0.373568548618997,11,3,2,0,0,3,0,2,1.6,8,NA,0.625,NA,0.001,NA,0.001,NA,0.5,NA,3.001,NA,0.001,NA,0.99966688874084,NA,2.001,0.001,0.9995004995005,6.004,NA,0.004,NA,0.999334221038615,NA,1,-2.62696335078534,-1.6348167539267,-2.90968586387435,0,0,0,5,1
"28BC1252-5BD8-9B41-BA64-BFC8F1979A39",51,NA,0,66,NA,-0.056033226789044,0.175532033953677,-0.653804810926371,11,0,4,0,0,5,0,NA,2.33333333333333,11,NA,0.818181818181818,NA,8.001,NA,0.001,NA,0.99987503124219,NA,10.001,NA,0.001,NA,0.999900019996001,NA,4.001,0.001,0.999750124937531,24.004,NA,0.004,NA,0.999833388870377,NA,0,0.37303664921466,-0.634816753926701,-1.90968586387435,1,0,-1,6,1
"28E3CAC7-9AD1-D844-A50E-C44CEA1F2CC9",52,NA,0,71,NA,0.60684089326049,-0.15365279411662,-1.20055414258298,10,2,5,0,0,1,0,2,1.83333333333333,8,NA,0.75,NA,2.001,NA,0.001,NA,0.9995004995005,NA,4.001,NA,0.001,NA,0.999750124937531,NA,4.001,0.001,0.999750124937531,11.004,NA,0.004,NA,0.999636627906977,NA,0,-2.62696335078534,3.3651832460733,1.09031413612565,0,0,0,3,1
"290736E2-AB24-AE45-8CF5-824C39306D66",645,"E3859CC5-6B5B-F34C-80DD-ABAB4BF5B6E3",0,71,81,-0.143958175616251,-0.310433002314455,-1.28101849565663,13,0,7,0,0,1,2,NA,2,13,6,0.769230769230769,1,2.001,4,0.001,0,0.9995004995005,1,7.001,7,0.001,0,0.999857183661811,1,4.001,0.001,0.999750124937531,16.004,16,0.004,3,0.999750124937531,0.842105263157895,0,-2.12696335078534,4.3651832460733,2.09031413612565,1,0,-1,5,1
"29322BE2-1C9D-3140-9924-8A28325E9963",161,"574323A0-131B-D145-B3BC-C5C4F0154581",0,32,43,-0.10712601857098,2.4166416650182,0.0943960122627487,9,0,5,0,0,4,0,NA,1.44444444444444,9,8,1,1,1.001,6,0.001,0,0.999001996007984,1,4.001,7,0.001,1,0.999750124937531,0.875,2.001,0.001,0.9995004995005,10.004,20,0.004,5,0.999600319744205,0.8,0,1.37303664921466,5.3651832460733,-0.909685863874345,0,1,1,2,1
"DDCB6DBB-0CBD-6D48-BC3E-5BA4617BE50E",618,"294312E3-F688-5541-8FC1-3AA4B59D5214",1,55,55,-0.225256721195291,-1.18233932635219,-0.12861935351617,11,2,1,0,0,6,0,2,1.85714285714286,9,6,0.777777777777778,1,4.001,3,0.001,0,0.999750124937531,1,7.001,6,0.001,0,0.999857183661811,1,4.001,0.001,0.999750124937531,18.004,16,0.004,3,0.999777876499334,0.842105263157895,1,7.37303664921466,-1.6348167539267,-0.909685863874345,1,1,0,5,1
"58E4B147-8434-F542-B601-C6643B68D191",166,"294F5762-7B1B-1B48-9FB7-4B0351397CC8",1,51,51,0.528571499892231,0.75486389367432,0.87301247910147,8,2,4,0,0,2,0,2.5,2.66666666666667,6,6,1,1,0.001,4,0.001,2,0.5,0.666666666666667,2.001,9,0.001,6,0.9995004995005,0.6,3.001,0.001,0.99966688874084,7.004,20,0.004,14,0.999429223744292,0.588235294117647,0,0.37303664921466,-1.6348167539267,0.0903141361256545,1,1,0,0,0
"C1C9E27C-4525-E943-8B09-88B531312FCD",519,"29A11232-D7E7-C040-A22D-28C5D07B7729",1,83,83,0.645233391334018,-0.583070793273946,-1.30871765052918,11,2,5,0,0,2,0,2,1.57142857142857,9,9,0.777777777777778,1,0.001,2,0.001,0,0.5,1,5.001,3,0.001,0,0.999800079968013,1,4.001,0.001,0.999750124937531,12.004,14,0.004,0,0.99966688874084,1,1,2.37303664921466,1.3651832460733,0.0903141361256545,1,0,-1,7,1
"F5CD750A-ABD3-5141-8A47-5432CA3988BE",714,"2A25983B-0BE8-A444-86F9-B9FF5D9C1CD0",1,51,51,-0.296290948068487,0.251885519027641,0.924214759044084,18,1,2,0,0,10,2,3,2.07142857142857,17,6,0.823529411764706,1,4.001,2,0.001,4,0.999750124937531,0.333333333333333,11.001,4,0.001,3,0.999909107435012,0.571428571428571,6.001,0.001,0.999833388870377,26.004,10,0.004,16,0.999846201168871,0.384615384615385,0,0.37303664921466,-3.6348167539267,-1.90968586387435,1,1,0,6,1
"2AF1A838-7F8D-3C49-A5AE-ADFF6964DC08",444,"B31C6C94-8E47-E849-9806-1F935D35A3F8",0,32,39,0.0901771987058267,1.09405281613196,1.439435064741,10,3,7,0,0,0,0,2,1.85714285714286,7,12,1,1,2.001,4,1.001,1,0.66655562958028,0.8,9.001,9,0.001,1,0.999888913574761,0.9,4.001,0.001,0.999750124937531,18.004,14,1.004,2,0.947180134680135,0.875,0,1.37303664921466,2.3651832460733,-2.90968586387435,1,1,0,3,1
"2B32C751-B571-B04F-9AD8-4645277169F4",91,"3A78E040-5F71-4746-8B06-C321B9594662",0,33,48,0.0573382274327057,-0.602270724023073,1.29607940226678,10,5,2,0,0,2,0,2,2.25,5,5,0.8,1,0.001,8,3.001,0,0.00033311125916056,1,1.001,1,4.001,0,0.200119952019192,1,4.001,0.001,0.999750124937531,7.004,10,8.004,0,0.466684434968017,1,1,14.3730366492147,-3.6348167539267,-1.90968586387435,1,1,0,7,1
"2B5F16FC-5791-2A4F-8B5E-3FFB14D005FA",420,"ADAA83B6-CEFC-274B-90FC-F2BFA40DCD25",0,51,56,-0.317516495914461,0.580428340072424,-0.674177008153718,12,2,5,0,0,0,4,2,2.44444444444444,10,7,0.9,1,9.001,4,0.001,0,0.999888913574761,1,6.001,6,0.001,3,0.999833388870377,0.666666666666667,5.001,0.001,0.999800079968013,23.004,19,0.004,3,0.999826147426982,0.863636363636364,0,-2.12696335078534,0.365183246073299,0.0903141361256545,1,0,-1,5,1
"2B6EAE86-5927-524D-8978-54AE2E337DFF",603,"DA4AA128-A8FF-244A-A049-763A0535DF47",0,56,63,0.409471854062098,0.613579406793957,0.277774714351613,22,0,11,0,0,0,6,NA,2.94117647058824,22,12,0.772727272727273,1,3.001,7,0.001,0,0.99966688874084,1,13.001,7,0.001,1,0.999923088755576,0.875,2.001,0.001,0.9995004995005,22.004,23,0.004,3,0.999818247909851,0.884615384615385,0,-2.62696335078534,0.365183246073299,0.0903141361256545,1,0,-1,5,1
"2BB50B79-85AE-A741-804E-97B6171A59BE",532,"C6944851-7AB9-C247-9EB9-99D41ACC9D79",0,50,62,-0.375041540359689,1.71898479222409,-0.281147421630971,6,0,3,0,0,3,0,NA,3,6,9,1,1,5.001,4,0.001,0,0.999800079968013,1,3.001,11,0.001,1,0.99966688874084,0.916666666666667,2.001,0.001,0.9995004995005,11.004,25,0.004,1,0.999636627906977,0.961538461538462,0,0.87303664921466,0.365183246073299,1.09031413612565,0,1,1,6,1
"2BF0545B-019A-DC49-AA2E-908EC44A177A",135,"4D171298-D775-9045-91AC-65C1BC6DE58A",0,48,60,0.710484261111903,1.19585259474378,1.75531134203685,11,1,3,0,0,4,1,3,2.625,10,5,0.8,1,1.001,0,0.001,5,0.999001996007984,0,2.001,4,0.001,8,0.9995004995005,0.333333333333333,0.001,0.001,0.5,4.004,11,0.004,18,0.999001996007984,0.379310344827586,0,2.37303664921466,-3.6348167539267,-1.90968586387435,1,1,0,7,1
"2C6F2A94-8E91-C142-8D5D-49204E71F705",57,NA,0,63,NA,-0.279798365171591,2.23037798766659,0.156330827973764,19,0,5,0,2,5,2,NA,2.71428571428571,19,NA,0.736842105263158,NA,5.001,NA,0.001,NA,0.999800079968013,NA,5.001,NA,0.001,NA,0.999800079968013,NA,3.001,0.001,0.99966688874084,16.004,NA,0.004,NA,0.999750124937531,NA,0,2.87303664921466,4.3651832460733,1.09031413612565,0,1,1,0,0
"2C83D79C-67D8-E941-9ADE-5FC0CAA17C02",525,"C382EAB0-C353-E34E-8DC7-5EEEAA4E7E07",0,57,65,0.182683502441883,1.35110195337339,0.319589227183189,10,0,5,0,0,3,0,NA,1.625,10,10,0.8,1,2.001,5,0.001,0,0.9995004995005,1,5.001,7,0.001,0,0.999800079968013,1,6.001,0.001,0.999833388870377,14.004,16,0.004,0,0.999714448886351,1,0,0.37303664921466,0.365183246073299,0.0903141361256545,1,0,-1,3,1
"2C9161D6-39C4-574F-BF34-AC2179E73EF3",446,"B3BD68BA-D445-AF43-B6A3-6127B81792DF",0,58,63,0.0846502079584885,-0.500799790334624,-0.724191412386141,9,1,5,0,0,2,0,2,3,8,11,0.875,1,0.001,4,0.001,0,0.5,1,10.001,9,0.001,0,0.999900019996001,1,4.001,0.001,0.999750124937531,18.004,23,0.004,2,0.999777876499334,0.92,0,-1.12696335078534,1.3651832460733,0.0903141361256545,1,1,0,5,1
"2C94506B-2808-3D4F-A8D1-A92616B39808",563,"CE159768-97B8-884C-BCA4-D3031A4752F4",0,66,71,-0.269407937018765,-0.0122656044053459,-0.95491357996362,12,0,5,0,1,2,2,NA,1.7,12,16,0.833333333333333,1,4.001,6,0.001,0,0.999750124937531,1,5.001,11,0.001,0,0.999800079968013,1,2.001,0.001,0.9995004995005,14.004,27,0.004,0,0.999714448886351,1,0,-1.12696335078534,4.3651832460733,2.09031413612565,0,1,1,5,1
"2CAFCDBA-4331-2140-B198-60FA4296FCF7",613,"DCF8C3E7-7BDA-7A45-BDD0-E8660C1FF75E",0,62,65,-0.312986067264926,-0.120735445970626,-0.809045278869354,5,0,3,0,0,1,1,NA,1.8,5,11,1,1,0.001,3,0.001,1,0.5,0.75,3.001,14,0.001,0,0.99966688874084,1,4.001,0.001,0.999750124937531,9.004,28,0.004,2,0.99955595026643,0.933333333333333,0,-2.62696335078534,2.3651832460733,3.09031413612565,0,-1,-1,0,0
"4E5490AE-A6F6-1F4C-9649-AB0F3A8773F4",139,"2D1C0A35-46A7-3E44-B7EC-DF54E20839ED",1,44,44,-0.275819581462605,-0.521455178793899,1.24320688404287,9,0,5,0,0,4,0,NA,2.33333333333333,9,8,1,1,4.001,0,0.001,3,0.999750124937531,0,8.001,11,0.001,0,0.99987503124219,1,5.001,0.001,0.999800079968013,22.004,19,0.004,7,0.999818247909851,0.730769230769231,0,-1.62696335078534,-1.6348167539267,0.0903141361256545,1,1,0,5,1
"2D267D92-2CCE-274D-8B45-15E729AFF9B5",59,NA,0,64,NA,-0.076789362863238,0.540195850497464,-0.785848451125313,10,0,1,0,0,7,0,NA,1.875,10,NA,0.8,NA,1.001,NA,0.001,NA,0.999001996007984,NA,4.001,NA,0.001,NA,0.999750124937531,NA,2.001,0.001,0.9995004995005,8.004,NA,0.004,NA,0.9995004995005,NA,0,-1.62696335078534,2.3651832460733,0.0903141361256545,0,0,0,6,1
"B5ECFE69-BB36-BE40-9E21-8AE7D1E48F57",455,"2D3D974C-0241-5143-892D-16B3F9F43122",1,65,65,-0.456071919909353,0.844179341874479,-0.747667178833093,6,0,4,0,0,2,0,NA,2,6,4,1,1,0.001,2,0.001,0,0.5,1,8.001,3,0.001,0,0.99987503124219,1,4.001,0.001,0.999750124937531,13.004,9,0.004,3,0.999692496924969,0.75,0,-1.12696335078534,-1.6348167539267,0.0903141361256545,0,1,1,0,0
"8F75043F-7393-7E4D-BD64-D97CC21B6778",329,"2D77BE25-6952-8748-BDA3-BF613527A046",1,36,36,-0.208736816360244,-1.63884668514767,0.490174113025648,11,1,0,1,1,2,4,2,2.25,10,4,0.8,1,7.001,2,0.001,0,0.999857183661811,1,4.001,5,0.001,0,0.999750124937531,1,5.001,0.001,0.999800079968013,18.004,11,0.004,13,0.999777876499334,0.458333333333333,0,-0.62696335078534,-3.6348167539267,-1.90968586387435,0,-1,-1,5,1
"2D903A55-C33A-3444-8F9C-918430DC1004",60,NA,0,35,NA,0.0693271269714435,-0.141006595374414,0.85047198239771,20,0,2,0,2,11,0,NA,1.93333333333333,20,NA,0.75,NA,7.001,NA,0.001,NA,0.999857183661811,NA,5.001,NA,0.001,NA,0.999800079968013,NA,4.001,0.001,0.999750124937531,18.004,NA,0.004,NA,0.999777876499334,NA,0,-0.62696335078534,-1.6348167539267,-1.90968586387435,0,1,1,0,0
"2DF71B65-A044-C942-B848-E640338F8EEF",140,"4EC74293-A84A-7C4F-8A2D-A3C9D16D5ED2",0,32,39,-0.0137919842523123,-0.701136453006551,1.71360900830672,13,0,6,0,0,3,2,NA,2,13,5,0.846153846153846,1,4.001,0,0.001,1,0.999750124937531,0,8.001,6,0.001,0,0.99987503124219,1,3.001,0.001,0.99966688874084,18.004,11,0.004,11,0.999777876499334,0.5,0,0.87303664921466,-4.6348167539267,-2.90968586387435,1,0,-1,3,1
"D82177E2-13AC-5343-8186-00E6277A60C4",595,"2E11B08E-5BF2-5848-AB76-3A748724F806",1,39,39,-0.33547590758834,0.0753568158392026,0.00908598047918237,11,0,2,0,2,4,0,NA,2,11,6,0.727272727272727,1,3.001,4,0.001,0,0.99966688874084,1,5.001,2,0.001,0,0.999800079968013,1,2.001,0.001,0.9995004995005,12.004,10,0.004,3,0.99966688874084,0.769230769230769,0,-1.12696335078534,-2.6348167539267,-0.909685863874345,0,0,0,2,1
"8C3DC676-D0BE-374E-8B89-FF94C5ACB9E6",315,"2E6E9595-9DF0-D045-B955-608AEE70FBE0",1,42,42,0.151520766243538,0.247701473133029,1.21409041843464,3,2,1,0,0,0,0,2,1,1,4,1,1,0.001,0,2.001,2,0.0004995004995005,0,1.001,8,3.001,0,0.250124937531234,1,1.001,0.001,0.999001996007984,3.004,12,6.004,4,0.33348134991119,0.75,1,5.37303664921466,-3.6348167539267,-1.90968586387435,1,0,-1,7,1
"3BB321FD-7740-AF47-878A-916341305743",96,"2EA157DF-F67C-794D-BEFF-733C9ABC02B4",1,50,50,-0.248327586393248,-0.624741044046386,-0.912530019519003,11,4,6,0,0,1,0,2.25,2.42857142857143,7,17,1,1,4.001,5,0.001,0,0.999750124937531,1,3.001,7,5.001,1,0.375031242189453,0.875,4.001,0.001,0.999750124937531,14.004,25,5.004,2,0.736742424242424,0.925925925925926,0,-2.62696335078534,1.3651832460733,2.09031413612565,1,1,0,5,1
"D301D7FB-40D5-F642-A8BD-47F8237BE522",581,"2EE81FD9-39D7-D44F-BFFE-D68CA3AC755C",1,51,51,-0.0948823737286112,0.084224296120428,0.277508965460119,8,2,3,0,0,1,0,2,2.75,6,9,0.666666666666667,1,3.001,3,2.001,6,0.599960015993603,0.333333333333333,4.001,3,0.001,4,0.999750124937531,0.428571428571429,3.001,0.001,0.99966688874084,11.004,13,2.004,14,0.845940959409594,0.481481481481481,0,2.87303664921466,-0.634816753926701,-0.909685863874345,1,1,0,5,1
"2EF41874-1336-8041-BD42-7C09133D04BB",61,NA,0,57,NA,0.0810259546627314,-0.501198557955651,-0.259104228486289,9,0,4,0,0,2,1,NA,1.42857142857143,9,NA,0.777777777777778,NA,1.001,NA,0.001,NA,0.999001996007984,NA,4.001,NA,0.001,NA,0.999750124937531,NA,4.001,0.001,0.999750124937531,12.004,NA,0.004,NA,0.99966688874084,NA,0,-1.62696335078534,5.3651832460733,2.09031413612565,0,0,0,5,1
"CCF2BC49-75F4-DA41-8436-2358693A0210",559,"2F3E5C45-7F72-094E-A6BF-BA468AAEC58E",1,66,66,0.214730172460826,0.5206134288696,-0.968796812157923,9,1,4,0,0,3,0,2,2,8,8,0.875,1,1.001,7,0.001,0,0.999001996007984,1,4.001,11,0.001,0,0.999750124937531,1,5.001,0.001,0.999800079968013,13.004,24,0.004,2,0.999692496924969,0.923076923076923,0,-0.12696335078534,2.3651832460733,0.0903141361256545,1,0,-1,6,1
